seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
T4_D_k141_1025698||full	0.993	0.173	0.993	dsDNAphage	61208	2	39.100	0.000
T88_S_k141_1051064||full	1.000	0.473	1.000	dsDNAphage	61146	2	94.600	0.000
T88_D__k141_946586||full	1.000	0.307	1.000	dsDNAphage	60774	4	85.900	0.000
T100_D__k141_769420||full	1.000	0.560	1.000	dsDNAphage	60702	3	86.400	0.000
T76_D__k141_683902||full	1.000	0.100	1.000	dsDNAphage	60688	4	71.200	0.000
T88_D__k141_159878||full	1.000	0.167	1.000	dsDNAphage	60654	4	84.900	0.000
T64_D__k141_676246||full	1.000	0.520	1.000	dsDNAphage	60283	2	61.200	1.200
T48_S__k141_187867||full	1.000	0.360	1.000	dsDNAphage	60184	10	76.200	0.000
T88_D__k141_435608||full	1.000	0.193	1.000	dsDNAphage	60145	4	76.000	0.000
T8_S__k141_450378||full	1.000	0.140	1.000	dsDNAphage	60088	14	87.100	0.000
T4_D_k141_562542||full	1.000	0.373	1.000	dsDNAphage	60005	5	85.200	0.000
T76_D__k141_902317||full	0.987	0.020	0.987	dsDNAphage	59924	3	42.700	2.900
T56_S__k141_901940||full	1.000	0.307	1.000	dsDNAphage	59867	5	96.300	0.000
T16_D__k141_839090||full	1.000	0.180	1.000	dsDNAphage	59823	3	34.500	0.000
T100_D__k141_779069||full	1.000	0.113	1.000	dsDNAphage	59678	4	68.100	1.100
T40_D__k141_404256||full	1.000	0.113	1.000	dsDNAphage	59629	1	72.400	0.000
T92_S__k141_831213||full	1.000	0.320	1.000	dsDNAphage	59544	5	75.000	0.000
T36_S__k141_787091||full	1.000	0.373	1.000	dsDNAphage	59518	14	98.500	0.000
T40_D__k141_693148||full	1.000	0.347	1.000	dsDNAphage	59501	7	87.900	0.000
T32_S__k141_35075||full	1.000	0.367	1.000	dsDNAphage	59213	10	77.500	0.000
T4_S__k141_719514||full	1.000	0.007	1.000	dsDNAphage	59176	2	52.900	2.900
T88_D__k141_83265||full	1.000	0.007	1.000	dsDNAphage	59127	2	29.400	2.900
T52_S_k141_725985||full	1.000	0.333	1.000	dsDNAphage	58830	6	76.100	0.000
T100_D__k141_567674||full	0.993	0.393	0.993	dsDNAphage	58827	5	72.000	0.000
T76_D__k141_806815||full	1.000	0.540	1.000	dsDNAphage	58815	6	85.200	0.000
T40_D__k141_636076||full	0.873	0.020	0.873	dsDNAphage	58511	0	48.800	6.100
T16_D__k141_1207318||full	1.000	0.227	1.000	dsDNAphage	58492	8	71.900	1.600
T28_S__k141_1108297||full	1.000	0.260	1.000	dsDNAphage	58423	14	86.100	0.000
T68_S__k141_1125439||full	0.967	0.267	0.967	dsDNAphage	58232	0	80.400	0.000
T40_D__k141_405488||full	0.527	0.013	0.527	dsDNAphage	58224	0	7.900	1.600
T76_D__k141_467571||full	1.000	0.467	1.000	dsDNAphage	58212	9	95.800	0.000
T4_D_k141_1163983||full	1.000	0.480	1.000	dsDNAphage	58174	3	74.700	0.000
T44_S__k141_1281294||full	1.000	0.107	1.000	dsDNAphage	58081	3	85.700	0.000
T52_D__k141_820582||full	1.000	0.267	1.000	dsDNAphage	58073	8	86.800	0.000
T12_S__k141_332025||full	1.000	0.253	1.000	dsDNAphage	57978	2	86.200	0.000
T0_S__k141_862090||full_1	1.000	0.007	1.000	dsDNAphage	57878	6	56.700	4.500
T32_S__k141_241575||full	0.993	0.460	0.993	dsDNAphage	57863	6	72.100	0.000
T4_D_k141_259490||full	0.993	0.300	0.993	dsDNAphage	57838	6	76.500	2.900
T40_D__k141_373174||full	0.993	0.027	0.993	dsDNAphage	57534	1	77.600	4.100
T40_S__k141_5426||full	1.000	0.280	1.000	dsDNAphage	57366	3	72.300	0.000
T92_S__k141_713984||full	1.000	0.440	1.000	dsDNAphage	57316	2	94.500	0.000
T4_D_k141_1091694||full	0.980	0.013	0.980	dsDNAphage	57307	1	38.800	1.500
T36_S__k141_610278||full	1.000	0.620	1.000	dsDNAphage	57216	14	91.700	0.000
T16_D__k141_220552||full	1.000	0.247	1.000	dsDNAphage	57192	6	90.600	0.000
T0_S__k141_428992||full	1.000	0.460	1.000	dsDNAphage	57079	6	86.300	0.000
T60_S__k141_543882||full	1.000	0.147	1.000	dsDNAphage	56971	3	91.800	1.400
T52_S_k141_18035||full	1.000	0.313	1.000	dsDNAphage	56919	5	93.400	0.000
T52_D__k141_853754||full	1.000	0.593	1.000	dsDNAphage	56632	6	94.300	0.000
T48_S__k141_12201||full	0.960	0.147	0.960	dsDNAphage	56619	6	45.900	1.200
T84_S__k141_777595||full	1.000	0.267	1.000	dsDNAphage	56603	6	85.900	0.000
T60_S__k141_624488||full	0.993	0.233	0.993	dsDNAphage	56598	1	81.400	0.000
T40_D__k141_544584||full	0.987	0.000	0.987	dsDNAphage	56597	3	34.300	1.500
T40_D__k141_169002||full_1	0.993	0.013	0.993	dsDNAphage	56318	3	60.800	2.000
T40_S__k141_510909||full	0.993	0.180	0.993	dsDNAphage	56267	10	68.100	0.000
T52_S_k141_837059||full	1.000	0.253	1.000	dsDNAphage	56141	26	100.000	0.000
T16_D__k141_248049||full	0.900	0.087	0.900	dsDNAphage	56008	0	48.600	0.000
T12_S__k141_360257||full	1.000	0.580	1.000	dsDNAphage	55975	2	87.600	0.000
T48_S__k141_846153||full	1.000	0.320	1.000	dsDNAphage	55835	7	87.900	0.000
T32_S__k141_693921||full	1.000	0.373	1.000	dsDNAphage	55674	12	79.600	0.000
T4_D_k141_1246034||full	1.000	0.060	1.000	dsDNAphage	55656	2	43.900	0.000
T28_S__k141_933606||full	1.000	0.080	1.000	dsDNAphage	55653	3	60.500	1.300
T96_S__k141_554856||full	1.000	0.347	1.000	dsDNAphage	55600	13	96.600	0.000
T40_D__k141_959103||full	0.973	0.007	0.973	dsDNAphage	55573	2	41.500	1.900
T8_S__k141_382121||full	0.993	0.287	0.993	dsDNAphage	55539	10	83.800	0.000
T64_S__k141_294436||full	1.000	0.247	1.000	dsDNAphage	55526	7	76.800	0.000
T88_D__k141_878079||full	0.987	0.300	0.987	dsDNAphage	55407	1	88.700	0.000
T28_S__k141_664228||full	1.000	0.153	1.000	dsDNAphage	55335	9	94.500	0.000
T100_D__k141_665267||full	1.000	0.020	1.000	dsDNAphage	55330	2	48.600	4.300
T40_D__k141_396842||full	1.000	0.293	1.000	dsDNAphage	55320	2	76.700	0.000
T112_D__k141_186727||full	1.000	0.193	1.000	dsDNAphage	55206	3	88.000	0.000
T56_S__k141_109532||full	0.993	0.347	0.993	dsDNAphage	55179	7	96.100	0.000
T88_D__k141_141625||full	0.853	0.093	0.853	dsDNAphage	55171	0	47.400	0.000
T80_S__k141_355175||full	1.000	0.440	1.000	dsDNAphage	55131	6	89.300	0.000
T88_D__k141_863818||full	0.987	0.120	0.987	dsDNAphage	55085	2	84.500	5.200
T92_S__k141_180598||full	0.987	0.533	0.987	dsDNAphage	55078	0	80.800	0.000
T16_D__k141_1470427||full	1.000	0.127	1.000	dsDNAphage	55063	1	42.600	0.000
T92_S__k141_1144239||full	1.000	0.007	1.000	dsDNAphage	55044	2	57.400	6.400
T88_D__k141_140924||full	1.000	0.327	1.000	dsDNAphage	55034	6	85.200	0.000
T4_D_k141_675460||full	1.000	0.133	1.000	dsDNAphage	55007	1	37.700	0.000
T8_S__k141_960432||full	1.000	0.027	1.000	dsDNAphage	54834	3	62.100	3.400
T16_D__k141_810535||full	1.000	0.153	1.000	dsDNAphage	54799	2	65.500	0.000
T4_D_k141_622321||full	0.980	0.000	0.980	dsDNAphage	54691	1	43.800	6.200
T40_D__k141_1031181||full	0.993	0.400	0.993	dsDNAphage	54565	6	92.900	0.000
T16_D__k141_845552||full	0.993	0.247	0.993	dsDNAphage	54534	1	87.200	0.000
T52_D__k141_116420||full	0.993	0.000	0.993	dsDNAphage	54476	8	50.800	3.300
T40_D__k141_833163||full	1.000	0.473	1.000	dsDNAphage	54356	8	75.300	0.000
T8_S__k141_665825||full	1.000	0.007	1.000	dsDNAphage	54324	1	28.400	2.100
T40_D__k141_25639||full	0.967	0.100	0.967	dsDNAphage	54314	2	73.000	2.700
T20_S__k141_22989||full	0.993	0.233	0.993	dsDNAphage	54213	6	70.100	0.000
T16_D__k141_482007||full	0.820	0.027	0.820	dsDNAphage	54168	0	49.300	2.900
T16_D__k141_1137443||full	1.000	0.153	1.000	dsDNAphage	54086	3	88.500	0.000
T76_D__k141_480207||full	0.993	0.540	0.993	dsDNAphage	54084	9	84.400	0.000
T4_D_k141_1114328||full	1.000	0.000	1.000	dsDNAphage	54066	3	36.500	2.700
T48_S__k141_613633||full	1.000	0.073	1.000	dsDNAphage	54061	4	78.000	4.900
T76_D__k141_19505||full	1.000	0.140	1.000	dsDNAphage	53974	3	51.100	0.000
T40_D__k141_525975||full	0.987	0.133	0.987	dsDNAphage	53966	2	71.400	0.000
T76_D__k141_465623||full	0.993	0.700	0.993	dsDNAphage	53926	1	70.400	0.000
T40_D__k141_924957||full	0.993	0.020	0.993	dsDNAphage	53913	4	83.300	2.100
T92_S__k141_801012||full	0.993	0.347	0.993	dsDNAphage	53900	2	63.100	0.000
T88_S_k141_1013034||full	1.000	0.227	1.000	dsDNAphage	53898	12	85.100	0.000
T36_S__k141_602062||full	0.993	0.087	0.993	dsDNAphage	53837	3	83.600	0.000
T112_D__k141_255824||full	0.993	0.133	0.993	dsDNAphage	53805	2	69.600	0.000
T12_S__k141_991358||full	1.000	0.467	1.000	dsDNAphage	53754	6	66.700	0.000
T112_D__k141_379560||full	0.953	0.313	0.953	dsDNAphage	53691	0	64.100	0.000
T100_D__k141_349716||full	1.000	0.247	1.000	dsDNAphage	53501	1	72.500	1.400
T40_D__k141_691036||full	1.000	0.280	1.000	dsDNAphage	53453	13	65.200	0.000
T108_S__k141_389227||full	1.000	0.587	1.000	dsDNAphage	53357	18	97.500	0.000
T24_S__k141_237605||full	1.000	0.213	1.000	dsDNAphage	53340	5	85.100	0.000
T64_S__k141_222651||full	1.000	0.280	1.000	dsDNAphage	53318	4	74.300	1.400
T40_D__k141_853177||full	1.000	0.493	1.000	dsDNAphage	53308	10	86.400	0.000
T36_S__k141_953227||full	0.913	0.213	0.913	dsDNAphage	53289	0	81.300	1.300
T92_S__k141_1257818||full	1.000	0.053	1.000	dsDNAphage	53265	3	49.300	1.400
T16_D__k141_929610||full	1.000	0.313	1.000	dsDNAphage	53256	3	78.100	1.600
T76_D__k141_832405||full	1.000	0.447	1.000	dsDNAphage	53246	8	88.900	0.000
T20_S__k141_1072734||full	1.000	0.127	1.000	dsDNAphage	53230	7	90.200	2.000
T76_D__k141_810777||full	1.000	0.453	1.000	dsDNAphage	53193	12	100.000	0.000
T12_S__k141_524791||full	1.000	0.267	1.000	dsDNAphage	53053	13	81.300	0.000
T88_D__k141_18474||full	0.993	0.087	0.993	dsDNAphage	52991	2	70.300	5.400
T88_S_k141_312365||full_1	0.993	0.067	0.993	dsDNAphage	52937	2	84.600	2.600
T112_D__k141_687188||full	1.000	0.547	1.000	dsDNAphage	52907	3	92.300	0.000
T36_S__k141_343822||full	0.993	0.140	0.993	dsDNAphage	52879	5	92.800	0.000
T68_S__k141_10389||full	1.000	0.693	1.000	dsDNAphage	52689	9	86.600	0.000
T64_D__k141_270450||full	1.000	0.273	1.000	dsDNAphage	52598	2	95.900	0.000
T76_D__k141_675351||full	1.000	0.507	1.000	dsDNAphage	52526	1	68.700	0.000
T80_S__k141_708369||full	1.000	0.287	1.000	dsDNAphage	52445	6	98.500	0.000
T76_D__k141_241462||full	0.993	0.087	0.993	dsDNAphage	52418	4	61.200	0.000
T64_D__k141_164306||full	1.000	0.240	1.000	dsDNAphage	52393	6	75.000	0.000
T4_D_k141_1307239||full	1.000	0.207	1.000	dsDNAphage	52348	2	39.000	0.000
T88_D__k141_778102||full	0.953	0.040	0.953	dsDNAphage	52335	1	61.300	3.200
T72_S__k141_305864||full	1.000	0.693	1.000	dsDNAphage	52307	7	90.800	0.000
T88_D__k141_282825||full	1.000	0.747	1.000	dsDNAphage	52307	6	66.100	0.000
T4_D_k141_40075||full	1.000	0.427	1.000	dsDNAphage	52304	10	85.200	0.000
T100_S__k141_501868||full	0.987	0.027	0.987	dsDNAphage	52258	23	83.900	1.800
T48_S__k141_336318||full_1	1.000	0.027	1.000	dsDNAphage	51930	15	51.200	2.400
T88_D__k141_416818||full	1.000	0.000	1.000	dsDNAphage	51921	6	42.200	3.100
T4_D_k141_80223||full	1.000	0.333	1.000	dsDNAphage	51853	8	98.300	0.000
T40_S__k141_145479||full	1.000	0.207	1.000	dsDNAphage	51843	3	84.700	0.000
T52_D__k141_529299||full	1.000	0.507	1.000	dsDNAphage	51823	7	79.200	0.000
T4_D_k141_849834||full	1.000	0.100	1.000	dsDNAphage	51681	3	81.200	0.000
T112_S__k141_11435||full	1.000	0.360	1.000	dsDNAphage	51656	2	75.900	0.000
T4_D_k141_934618||full	0.913	0.013	0.913	dsDNAphage	51654	1	53.600	7.200
T60_S__k141_445019||full	1.000	0.053	1.000	dsDNAphage	51629	2	60.000	3.100
T52_D__k141_303764||full	0.987	0.000	0.987	dsDNAphage	51613	3	35.100	3.500
T64_D__k141_119267||full	1.000	0.573	1.000	dsDNAphage	51596	11	81.800	0.000
T8_S__k141_315375||full	0.927	0.060	0.927	dsDNAphage	51592	0	63.800	1.100
T88_D__k141_81547||full	1.000	0.300	1.000	dsDNAphage	51462	3	48.100	0.000
T4_D_k141_812201||full	0.993	0.133	0.993	dsDNAphage	51387	4	75.000	0.000
T16_D__k141_501428||full_1	1.000	0.153	1.000	dsDNAphage	51341	1	72.700	1.500
T16_S__k141_319060||0_partial	0.927	0.000	0.927	dsDNAphage	51298	1	13.900	7.600
T24_S__k141_813500||full	1.000	0.527	1.000	dsDNAphage	51240	11	100.000	0.000
T20_S__k141_420448||0_partial	0.913	0.000	0.913	dsDNAphage	51118	1	15.400	5.100
T56_S__k141_341982||full	0.880	0.087	0.880	dsDNAphage	51090	0	67.700	6.500
T100_D__k141_903871||full	1.000	0.180	1.000	dsDNAphage	50952	4	76.600	0.000
T60_S__k141_271108||full	1.000	0.247	1.000	dsDNAphage	50942	11	91.200	0.000
T40_D__k141_563281||full	0.993	0.027	0.993	dsDNAphage	50848	1	45.800	0.000
T44_S__k141_874202||full	1.000	0.340	1.000	dsDNAphage	50821	7	75.900	0.000
T40_D__k141_1059173||full	1.000	0.307	1.000	dsDNAphage	50815	3	73.100	0.000
T52_D__k141_247158||full	1.000	0.053	1.000	dsDNAphage	50709	2	32.800	0.000
T16_D__k141_1400428||full	1.000	0.200	1.000	dsDNAphage	50571	4	82.900	0.000
T28_S__k141_839682||full	0.993	0.307	0.993	dsDNAphage	50509	7	92.100	0.000
T88_S_k141_45787||full	1.000	0.340	1.000	dsDNAphage	50472	2	69.000	0.000
T32_S__k141_770449||full	1.000	0.607	1.000	dsDNAphage	50439	7	80.300	0.000
T40_D__k141_17714||full	0.960	0.120	0.960	dsDNAphage	50431	2	71.800	12.800
T64_D__k141_537335||full	0.747	0.120	0.747	dsDNAphage	50405	0	40.700	1.200
T16_S__k141_891981||full	0.993	0.047	0.993	dsDNAphage	50380	1	40.700	2.200
T36_S__k141_523435||full	1.000	0.193	1.000	dsDNAphage	50301	18	78.500	0.000
T12_S__k141_100011||full	1.000	0.080	1.000	dsDNAphage	50270	4	89.100	0.000
T112_D__k141_620036||full	0.920	0.073	0.920	dsDNAphage	50191	0	38.200	3.600
T92_S__k141_1049744||full	1.000	0.227	1.000	dsDNAphage	50191	3	83.300	0.000
T40_D__k141_534886||full	1.000	0.453	1.000	dsDNAphage	50186	3	60.400	0.000
T16_D__k141_1121563||full	1.000	0.213	1.000	dsDNAphage	50172	8	92.100	0.000
T40_D__k141_1143888||full	0.927	0.067	0.927	dsDNAphage	50054	0	59.500	2.500
T108_S__k141_546405||full	1.000	0.393	1.000	dsDNAphage	50000	4	84.000	0.000
T4_D_k141_879797||full	0.993	0.027	0.993	dsDNAphage	49953	1	42.400	0.000
T92_S__k141_1052141||full	1.000	0.140	1.000	dsDNAphage	49818	4	81.600	0.000
T4_S__k141_58401||full	1.000	0.433	1.000	dsDNAphage	49760	1	88.300	0.000
T24_S__k141_441109||full	1.000	0.300	1.000	dsDNAphage	49563	7	96.100	0.000
T100_D__k141_253853||full	0.980	0.020	0.980	dsDNAphage	49484	2	42.400	1.700
T88_S_k141_419257||full	1.000	0.380	1.000	dsDNAphage	49448	5	85.000	0.000
T56_S__k141_782328||full	1.000	0.387	1.000	dsDNAphage	49370	2	98.300	0.000
T92_S__k141_1011718||full	1.000	0.313	1.000	dsDNAphage	49368	4	87.900	0.000
T4_S__k141_1031154||full	1.000	0.447	1.000	dsDNAphage	49353	12	96.400	0.000
T100_D__k141_730418||full	1.000	0.720	1.000	dsDNAphage	49316	6	93.600	0.000
T4_D_k141_678251||full	1.000	0.013	1.000	dsDNAphage	49244	1	33.300	2.000
T88_S_k141_190342||full	0.987	0.247	0.987	dsDNAphage	49243	3	82.300	0.000
T4_D_k141_575415||full	1.000	0.227	1.000	dsDNAphage	49206	2	82.000	0.000
T4_S__k141_100299||full	1.000	0.207	1.000	dsDNAphage	49195	3	41.900	0.000
T40_S__k141_280071||full	1.000	0.200	1.000	dsDNAphage	49148	3	73.300	0.000
T16_S__k141_1133564||full	1.000	0.393	1.000	dsDNAphage	48956	6	73.700	0.000
T16_D__k141_1431700||full_1	1.000	0.267	1.000	dsDNAphage	48926	5	83.000	0.000
T8_S__k141_106084||full	1.000	0.313	1.000	dsDNAphage	48720	15	76.500	0.000
T88_D__k141_584345||full	1.000	0.280	1.000	dsDNAphage	48698	2	51.500	0.000
T52_D__k141_777756||full	0.993	0.027	0.993	dsDNAphage	48604	2	77.100	6.200
T28_S__k141_1094483||full	1.000	0.620	1.000	dsDNAphage	48489	7	60.900	0.000
T40_D__k141_1137989||full	0.987	0.107	0.987	dsDNAphage	48419	3	74.400	5.100
T88_D__k141_279240||full	1.000	0.387	1.000	dsDNAphage	48400	7	90.700	0.000
T52_D__k141_726347||full	1.000	0.373	1.000	dsDNAphage	48309	6	95.600	0.000
T28_S__k141_1264373||full	1.000	0.400	1.000	dsDNAphage	48298	19	59.100	0.000
T4_D_k141_463904||full	0.993	0.073	0.993	dsDNAphage	48259	1	26.500	0.000
T104_S__k141_159457||full	1.000	0.420	1.000	dsDNAphage	48215	6	96.500	0.000
T4_S__k141_857504||full	1.000	0.127	1.000	dsDNAphage	48192	5	68.300	0.000
T4_S__k141_1106304||full	1.000	0.460	1.000	dsDNAphage	48182	8	75.800	0.000
T16_D__k141_894081||full	0.987	0.313	0.987	dsDNAphage	48170	1	76.000	0.000
T16_D__k141_1406502||full	0.887	0.027	0.887	dsDNAphage	48155	0	53.400	4.100
T32_S__k141_564054||full_1	0.993	0.000	0.993	dsDNAphage	48115	11	33.800	6.800
T56_S__k141_387698||full	0.993	0.480	0.993	dsDNAphage	48099	4	93.500	0.000
T76_D__k141_682093||full	0.993	0.280	0.993	dsDNAphage	48086	0	82.300	0.000
T0_S__k141_760093||full	0.987	0.127	0.987	dsDNAphage	48077	3	85.400	2.400
T28_S__k141_750221||full	0.800	0.053	0.800	dsDNAphage	48053	0	75.000	1.800
T4_D_k141_88689||full	0.947	0.140	0.947	dsDNAphage	48023	3	35.500	0.000
T88_D__k141_100855||full	1.000	0.040	1.000	dsDNAphage	47979	1	40.000	1.700
T76_D__k141_185567||full	1.000	0.367	1.000	dsDNAphage	47958	10	77.900	0.000
T112_D__k141_8903||full	1.000	0.767	1.000	dsDNAphage	47951	6	69.600	0.000
T12_S__k141_529214||full	1.000	0.487	1.000	dsDNAphage	47925	1	89.000	0.000
T112_D__k141_804875||full	1.000	0.367	1.000	dsDNAphage	47883	3	82.200	0.000
T16_D__k141_1104678||full	0.980	0.053	0.980	dsDNAphage	47864	1	52.400	2.400
T16_D__k141_44638||full	0.767	0.027	0.767	dsDNAphage	47818	0	52.400	0.000
T76_S__k141_901452||full	1.000	0.140	1.000	dsDNAphage	47810	1	58.000	1.400
T40_D__k141_1183892||full	0.800	0.013	0.800	dsDNAphage	47780	0	24.700	4.100
T64_D__k141_438042||full	0.987	0.087	0.987	dsDNAphage	47780	4	72.700	3.000
T24_S__k141_498302||full	1.000	0.227	1.000	dsDNAphage	47772	5	84.100	1.600
T112_S__k141_1009181||full	1.000	0.113	1.000	dsDNAphage	47767	10	88.500	0.000
T16_D__k141_653414||full	0.953	0.247	0.953	dsDNAphage	47675	0	48.200	0.000
T96_S__k141_93874||full	1.000	0.280	1.000	dsDNAphage	47659	8	90.600	0.000
T4_D_k141_618626||full	1.000	0.133	1.000	dsDNAphage	47613	2	50.800	0.000
T84_S__k141_443233||full	1.000	0.120	1.000	dsDNAphage	47571	2	67.700	0.000
T112_D__k141_507148||full	0.793	0.093	0.793	dsDNAphage	47541	0	68.800	3.100
T48_S__k141_273297||full	1.000	0.280	1.000	dsDNAphage	47485	5	78.800	0.000
T52_D__k141_595451||full	0.927	0.173	0.927	dsDNAphage	47470	0	41.100	0.000
T40_D__k141_1194553||full	1.000	0.127	1.000	dsDNAphage	47412	1	58.200	0.000
T100_D__k141_371777||full	1.000	0.013	1.000	dsDNAphage	47360	6	54.200	4.200
T76_D__k141_954455||full	1.000	0.360	1.000	dsDNAphage	47287	3	98.400	0.000
T76_D__k141_604487||full	1.000	0.387	1.000	dsDNAphage	47251	1	98.400	0.000
T40_D__k141_406471||full	0.793	0.007	0.793	dsDNAphage	47125	0	58.200	5.500
T40_D__k141_925408||full	1.000	0.640	1.000	dsDNAphage	47116	2	72.600	0.000
T4_D_k141_144496||full	0.993	0.487	0.993	dsDNAphage	47057	8	75.900	0.000
T20_S__k141_977964||full	1.000	0.247	1.000	dsDNAphage	47044	6	74.100	0.000
T100_D__k141_152582||full	0.887	0.020	0.887	dsDNAphage	47038	0	37.700	1.600
T40_D__k141_23256||full	0.993	0.287	0.993	dsDNAphage	46979	2	60.000	0.000
T16_D__k141_1017281||full	0.993	0.313	0.993	dsDNAphage	46956	2	50.000	0.000
T4_D_k141_931902||full	1.000	0.073	1.000	dsDNAphage	46932	2	53.400	0.000
T4_S__k141_424602||full	1.000	0.140	1.000	dsDNAphage	46859	8	62.500	1.600
T100_D__k141_65202||full	0.913	0.040	0.913	dsDNAphage	46777	0	43.300	1.500
T48_S__k141_423171||full	1.000	0.347	1.000	dsDNAphage	46740	12	90.900	0.000
T16_D__k141_485487||full	0.993	0.200	0.993	dsDNAphage	46738	3	54.100	0.000
T64_D__k141_438402||full	0.973	0.213	0.973	dsDNAphage	46684	0	41.200	0.000
T96_S__k141_288595||0_partial_1	1.000	0.000	1.000	dsDNAphage	46683	6	43.100	4.200
T76_D__k141_155236||full	0.993	0.107	0.993	dsDNAphage	46654	7	60.000	0.000
T36_S__k141_353639||full	1.000	0.033	1.000	dsDNAphage	46633	2	78.400	5.400
T88_D__k141_743537||full	0.987	0.373	0.987	dsDNAphage	46592	6	49.100	0.000
T16_D__k141_427167||full	1.000	0.127	1.000	dsDNAphage	46507	1	54.100	1.200
T88_S_k141_814431||full	0.840	0.307	0.840	dsDNAphage	46472	0	72.000	1.300
T88_D__k141_32460||full	0.993	0.187	0.993	dsDNAphage	46448	5	75.800	0.000
T52_D__k141_761683||full	1.000	0.213	1.000	dsDNAphage	46389	6	94.300	0.000
T52_D__k141_123538||full	1.000	0.293	1.000	dsDNAphage	46369	3	64.800	0.000
T76_D__k141_259684||full	0.980	0.047	0.980	dsDNAphage	46364	2	44.400	1.900
T68_S__k141_293224||full	1.000	0.207	1.000	dsDNAphage	46336	11	78.800	0.000
T112_S__k141_981164||full	0.993	0.220	0.993	dsDNAphage	46329	1	60.000	0.000
T108_S__k141_860409||full	1.000	0.153	1.000	dsDNAphage	46294	9	80.000	0.000
T40_D__k141_226429||full	0.987	0.020	0.987	dsDNAphage	46245	3	34.700	4.100
T88_D__k141_296044||full	1.000	0.647	1.000	dsDNAphage	46200	8	91.200	0.000
T16_D__k141_93245||full	1.000	0.013	1.000	dsDNAphage	46183	2	56.100	1.800
T40_D__k141_755730||full	1.000	0.000	1.000	dsDNAphage	46109	2	32.200	1.700
T112_S__k141_243868||full	1.000	0.327	1.000	dsDNAphage	46084	11	81.400	0.000
T36_S__k141_616165||full	1.000	0.480	1.000	dsDNAphage	46020	7	91.200	0.000
T112_S__k141_163652||full	1.000	0.447	1.000	dsDNAphage	45996	3	85.700	0.000
T32_S__k141_146347||full	1.000	0.173	1.000	dsDNAphage	45904	3	78.500	0.000
T48_S__k141_746242||full	1.000	0.073	1.000	dsDNAphage	45885	2	73.400	3.100
T36_S__k141_1301500||full	1.000	0.000	1.000	dsDNAphage	45867	2	38.300	2.100
T36_S__k141_1132753||full	0.987	0.387	0.987	dsDNAphage	45807	0	82.900	0.000
T20_S__k141_167658||full	1.000	0.240	1.000	dsDNAphage	45800	4	77.800	0.000
T4_D_k141_590043||full	1.000	0.307	1.000	dsDNAphage	45741	4	69.400	0.000
T16_D__k141_129187||full	1.000	0.433	1.000	dsDNAphage	45733	3	61.700	0.000
T68_S__k141_17181||full	1.000	0.153	1.000	dsDNAphage	45632	1	73.900	1.400
T4_D_k141_1206451||full	1.000	0.333	1.000	dsDNAphage	45621	2	95.500	0.000
T4_D_k141_303699||full	0.913	0.040	0.913	dsDNAphage	45568	0	37.500	0.000
T48_S__k141_885059||full	1.000	0.300	1.000	dsDNAphage	45554	6	90.800	0.000
T4_D_k141_342322||full	1.000	0.813	1.000	dsDNAphage	45533	6	94.700	0.000
T56_S__k141_93042||full	1.000	0.087	1.000	dsDNAphage	45383	14	80.700	1.800
T112_D__k141_438140||full	1.000	0.467	1.000	dsDNAphage	45368	2	63.400	0.000
T16_S__k141_1062061||full	0.993	0.160	0.993	dsDNAphage	45362	4	80.000	0.000
T100_D__k141_542397||full	1.000	0.040	1.000	dsDNAphage	45336	2	55.900	1.700
T88_D__k141_674345||full	1.000	0.727	1.000	dsDNAphage	45329	6	83.900	0.000
T16_D__k141_398108||full	1.000	0.200	1.000	dsDNAphage	45245	2	83.600	0.000
T52_D__k141_797708||full	1.000	0.267	1.000	dsDNAphage	45240	1	82.800	0.000
T4_D_k141_1281410||full	0.993	0.467	0.993	dsDNAphage	45239	1	77.800	0.000
T4_D_k141_724073||full	1.000	0.293	1.000	dsDNAphage	45227	1	81.200	0.000
T40_D__k141_617307||full	0.993	0.120	0.993	dsDNAphage	45225	4	61.500	0.000
T4_D_k141_6854||full	1.000	0.680	1.000	dsDNAphage	45174	6	82.200	0.000
T4_D_k141_894549||full	1.000	0.147	1.000	dsDNAphage	45148	7	64.300	1.800
T76_S__k141_847862||full	1.000	0.420	1.000	dsDNAphage	45117	2	90.500	0.000
T104_S__k141_304565||full	1.000	0.420	1.000	dsDNAphage	45086	2	96.900	0.000
T48_S__k141_276141||full	0.993	0.073	0.993	dsDNAphage	45075	5	65.800	3.900
T8_S__k141_121971||full	0.993	0.380	0.993	dsDNAphage	45070	3	97.100	0.000
T48_S__k141_811099||full	1.000	0.280	1.000	dsDNAphage	45066	3	75.000	0.000
T72_S__k141_958337||full	1.000	0.007	1.000	dsDNAphage	45018	2	64.400	2.200
T4_D_k141_744975||full	1.000	0.387	1.000	dsDNAphage	44969	7	90.000	0.000
T60_S__k141_1063309||full	0.993	0.000	0.993	dsDNAphage	44963	3	54.700	3.800
T4_D_k141_489254||full	1.000	0.273	1.000	dsDNAphage	44910	8	85.700	0.000
